순위,종목코드,종목명,공매도 거래대금,거래대금,공매도 비중,공매도 거래대금 증가배율,직전40거래일 공매도 비중 평균,공매도 비중 증가배율,주가 수익률,market,ret14_pct,rsi14
37,086280,현대글로비스,8225570250,52952600600,15.53,4.13,4.95,3.14,2.01,KOSPI,17.655078391274714,74.15506958250498
15,247540,에코프로비엠,24252128100,141920312450,17.09,3.28,8.55,2.0,1.68,KOSDAQ,21.9090909090909,67.32142857142857
